5 10
3 16 2.19
9 16 6.00
2 9 9.27
2 6 1.63
10 21 2.18
4 15 7.39
2 13 6.48
15 19 2.06
7 17 8.58
13 14 9.03
2 4 6.08
1 8 4.94
7 8 6.45
7 12 8.13
2 7 5.78
14 19 7.44
6 7 5.91
10 17 7.41
4 5 9.14
1 4 3.87
2 21 4.61
10 13 3.65
0 6 1.85
6 8 1.01
14 18 9.64
0 4 5.07
0 7 1.03
8 10 7.41
13 16 8.30
#END#
23 253
8 15 9.32
8 19 3.95
16 22 2.87
2 5 6.28
3 12 9.04
2 7 6.10
1 11 3.11
3 22 3.91
15 16 5.98
13 21 1.59
14 18 4.92
0 19 2.47
2 9 1.45
18 22 8.40
16 19 9.77
9 17 3.49
6 19 1.17
2 19 4.99
9 14 5.54
0 13 7.36
11 20 9.83
8 17 1.87
2 18 7.42
2 6 3.69
11 12 4.65
11 18 5.04
11 16 7.38
4 13 3.47
11 14 8.89
1 10 2.74
1 14 5.02
13 17 5.10
9 13 5.60
6 18 7.27
10 18 3.31
6 8 3.96
1 2 4.56
0 21 9.97
7 14 1.08
12 16 4.18
13 14 9.09
2 22 4.67
2 8 8.71
11 13 5.88
3 6 2.00
7 9 1.01
6 20 3.04
9 18 5.90
1 17 2.70
0 8 7.03
6 21 1.96
14 21 3.49
2 20 2.85
0 1 3.01
15 18 2.04
12 22 4.37
16 17 5.61
4 18 7.38
9 16 4.42
6 12 8.46
16 21 5.71
0 14 5.37
4 9 6.45
10 12 4.52
5 11 5.33
0 18 2.97
8 20 8.68
15 19 5.14
10 13 2.30
1 13 7.51
0 16 3.86
19 20 1.12
18 20 1.25
4 21 3.09
7 17 9.51
5 19 5.60
2 13 8.65
15 17 6.36
2 17 1.80
5 6 9.91
5 21 8.65
9 10 5.79
10 17 3.28
3 4 2.49
20 21 6.34
7 20 3.87
0 9 9.19
1 3 4.43
5 7 7.81
5 14 7.14
4 12 5.43
10 22 7.89
11 21 9.34
4 16 6.71
2 10 5.96
3 16 5.10
8 22 1.70
17 21 1.35
1 9 6.24
7 21 5.87
6 13 7.71
13 19 8.03
12 17 4.05
1 18 3.63
6 15 5.97
9 11 1.93
13 16 2.27
2 16 9.64
14 22 8.50
1 4 5.71
13 22 4.55
12 14 7.22
7 16 4.11
7 13 6.45
4 20 7.16
10 20 7.02
0 2 1.25
1 16 4.63
14 20 2.99
13 15 8.80
1 19 7.26
1 12 4.48
5 8 8.46
17 18 3.95
16 20 6.69
12 21 8.76
0 6 1.21
3 7 1.42
17 20 6.23
16 18 9.14
1 5 9.27
3 21 5.68
18 19 3.75
10 21 2.90
10 15 7.87
6 17 4.16
4 7 2.88
6 16 9.77
0 17 2.06
11 15 7.56
0 10 9.64
13 20 3.53
19 21 4.33
8 13 9.99
14 16 5.71
12 20 6.95
0 20 6.87
3 9 9.75
8 16 1.50
6 11 1.45
8 18 5.05
3 15 3.08
5 12 5.31
13 18 5.39
7 11 6.04
8 9 7.66
11 22 4.31
14 17 5.73
4 14 8.02
8 12 2.31
4 5 8.26
7 22 6.92
0 7 9.72
5 20 6.49
9 21 4.82
1 6 4.59
1 15 6.67
1 22 2.82
18 21 6.18
12 13 8.98
4 6 7.04
3 10 9.81
20 22 7.99
3 20 3.17
7 15 4.34
19 22 4.59
17 19 2.65
4 8 5.70
10 19 6.51
12 19 3.83
0 5 5.02
11 17 8.37
4 11 6.28
6 7 7.32
7 12 2.18
8 14 3.92
6 10 4.25
0 12 8.50
3 19 9.55
4 15 4.04
12 15 5.69
5 9 2.57
14 15 7.09
10 11 8.23
7 10 5.26
0 3 6.09
15 21 8.27
7 19 8.28
0 11 8.26
9 15 4.62
0 15 3.23
4 17 3.68
3 5 6.20
3 13 9.96
3 11 4.77
1 7 9.25
2 4 1.28
11 19 6.35
15 20 4.12
8 21 2.28
10 16 1.70
0 22 6.28
21 22 3.60
4 22 5.70
8 10 9.74
6 14 8.88
2 21 3.81
7 8 9.73
5 22 5.12
1 8 4.60
5 17 8.65
2 14 7.41
5 18 1.39
0 4 2.62
9 12 1.02
6 9 7.49
5 15 2.29
15 22 7.75
6 22 7.02
3 8 5.91
9 22 5.46
4 19 8.88
3 14 2.41
1 21 2.80
17 22 6.58
9 19 9.64
10 14 6.39
2 11 8.81
5 13 4.30
12 18 8.82
1 20 2.93
5 16 4.05
7 18 9.56
2 15 6.62
14 19 1.88
9 20 4.99
3 17 2.22
4 10 5.34
3 18 2.75
5 10 6.05
2 3 2.02
8 11 9.76
2 12 5.09
#END#
24 276
15 23 6.41
8 22 2.01
5 13 5.96
1 16 1.51
3 21 1.06
14 22 9.27
5 11 2.61
3 11 9.57
4 20 3.36
1 12 4.48
3 9 2.39
9 16 5.24
5 12 8.17
14 15 3.82
5 20 8.67
16 22 7.69
3 22 5.50
6 10 1.99
2 21 2.32
1 15 1.55
6 13 8.96
4 15 1.56
1 18 4.69
4 18 1.32
13 18 6.04
5 21 3.73
12 17 6.32
12 20 4.11
0 17 9.03
8 15 8.63
3 14 4.43
4 5 5.52
14 20 2.61
8 12 5.09
6 20 8.35
6 9 2.03
10 11 2.17
11 17 2.24
18 19 6.27
13 16 7.40
1 17 3.87
11 14 9.95
0 9 2.23
3 23 4.14
3 4 1.99
7 10 1.22
4 11 7.28
4 23 6.24
5 23 3.82
4 17 5.67
19 22 2.40
10 17 7.29
7 11 8.92
8 10 5.86
13 21 1.05
0 6 5.51
13 23 9.46
2 20 8.10
19 21 7.92
5 9 2.81
6 15 1.22
12 23 8.88
0 14 5.08
15 21 3.58
0 18 3.32
9 14 9.98
14 21 7.02
7 16 7.80
10 22 5.58
5 16 6.88
9 15 1.01
2 23 6.98
19 20 4.77
1 19 9.02
6 17 2.89
18 21 9.81
0 8 2.53
1 22 2.91
9 17 6.82
13 20 4.44
4 16 5.98
12 16 2.70
2 7 8.42
1 21 3.92
14 23 6.13
8 21 4.22
12 19 4.15
3 6 7.19
10 23 2.66
2 4 5.25
4 9 7.56
16 18 3.05
7 18 2.51
17 23 7.22
16 19 2.54
16 23 2.33
10 13 4.58
18 22 6.32
0 2 2.66
7 12 1.38
9 12 9.06
10 21 8.40
1 7 6.48
10 12 6.02
2 19 5.57
0 7 5.88
2 15 7.30
7 13 2.54
7 14 7.78
14 18 8.29
4 8 9.12
1 23 9.69
12 15 1.95
3 13 9.06
0 13 9.59
17 21 7.67
4 22 7.13
6 23 9.53
12 22 4.54
10 14 3.94
6 8 7.09
9 18 7.72
7 20 4.06
15 22 4.71
8 9 7.29
10 15 5.65
1 2 3.16
14 17 4.12
4 19 6.77
0 3 4.40
5 8 9.99
8 11 3.76
1 5 6.57
4 21 4.56
0 16 7.19
0 23 8.63
6 19 1.91
1 10 9.92
0 5 4.57
13 17 4.86
1 20 8.75
9 20 1.80
12 18 2.81
6 22 4.42
5 14 6.42
17 19 2.64
10 18 8.75
1 3 9.97
8 17 4.08
0 4 8.37
7 19 9.37
14 19 9.62
5 18 2.28
7 21 2.69
12 13 6.57
7 17 1.02
11 20 5.81
3 12 5.17
13 19 2.10
5 7 7.76
7 8 8.31
0 21 1.22
1 6 6.51
3 5 3.07
0 1 5.26
5 22 5.59
7 9 2.86
10 19 5.83
6 11 5.13
15 19 5.73
3 18 7.15
14 16 4.32
10 16 5.25
2 5 2.04
2 6 5.82
6 7 7.03
3 19 6.34
3 7 5.31
8 13 9.18
2 12 2.94
13 22 1.50
16 20 7.31
19 23 6.50
3 17 3.45
2 13 5.80
11 13 1.08
2 22 8.34
12 14 1.30
1 4 3.53
6 16 3.49
0 20 6.42
18 20 9.48
8 14 6.70
0 19 4.12
4 6 9.73
3 15 8.97
20 21 6.78
4 13 8.23
11 22 7.27
4 7 2.66
11 15 7.18
1 13 6.46
3 16 5.63
4 14 6.10
2 16 6.27
10 20 6.15
0 10 1.02
2 8 6.48
8 18 9.09
1 14 9.75
5 19 6.40
21 23 5.15
6 21 7.93
16 21 4.00
5 6 4.42
2 14 1.04
12 21 2.17
9 13 6.13
1 11 1.51
2 17 3.35
1 8 4.12
9 19 8.53
6 14 9.46
11 16 3.58
3 10 7.31
16 17 4.99
11 12 2.77
2 3 4.34
4 12 4.38
6 12 2.99
2 10 4.59
5 10 7.89
17 20 9.63
2 9 2.65
20 23 2.93
2 18 6.86
15 16 5.88
6 18 2.66
9 10 7.80
7 22 4.57
13 14 3.02
0 12 8.32
13 15 5.52
3 20 6.45
7 15 3.90
21 22 5.07
15 18 2.09
11 21 3.27
7 23 5.21
8 16 3.89
11 19 1.72
8 23 6.95
20 22 9.69
0 11 9.67
11 18 3.71
15 20 9.64
8 19 9.32
5 17 1.21
9 22 6.64
0 15 2.53
9 23 8.01
1 9 6.59
8 20 2.17
4 10 9.49
17 22 4.63
5 15 2.78
9 11 2.47
15 17 6.52
2 11 9.17
22 23 1.94
18 23 5.04
17 18 3.77
11 23 4.10
9 21 9.98
0 22 2.51
3 8 4.65
#END#
25 300
6 22 9.88
2 5 4.33
2 23 9.41
15 19 5.69
13 20 5.38
2 6 6.80
7 14 2.67
2 13 7.56
22 24 7.80
1 4 7.08
2 10 6.00
7 18 2.63
1 21 3.98
13 17 3.97
5 15 5.82
4 13 7.35
4 16 1.40
1 22 2.23
8 12 3.52
0 19 7.24
1 8 2.49
6 17 8.56
6 23 8.80
19 20 1.80
1 12 9.88
3 15 3.86
21 24 2.66
16 20 5.77
6 24 2.88
8 22 6.76
3 18 8.58
3 7 6.30
20 21 3.25
10 23 4.91
1 14 4.79
10 16 1.63
8 18 7.16
19 24 5.04
16 21 1.30
0 4 4.86
8 23 4.42
3 23 4.65
7 8 4.37
12 21 6.53
11 23 4.20
1 5 6.81
23 24 7.65
4 21 3.09
2 16 4.76
17 24 6.50
11 22 6.49
12 24 9.61
0 8 5.51
11 21 6.88
0 11 6.86
0 15 3.31
3 17 5.60
4 20 5.06
11 13 6.93
2 22 5.56
5 24 6.82
13 22 9.02
6 14 4.15
21 22 7.64
1 17 1.36
16 22 3.18
15 23 6.45
7 11 5.79
5 12 1.45
5 14 1.86
7 15 1.45
1 19 3.55
8 16 4.21
17 18 3.51
11 14 2.65
2 7 8.17
6 15 5.00
13 14 9.44
19 23 8.18
5 10 2.84
16 19 5.25
5 19 9.88
14 17 4.04
4 6 7.81
0 3 9.93
3 21 4.50
2 14 7.67
17 20 5.02
0 23 7.33
5 6 2.81
5 22 6.94
14 15 8.61
5 17 5.99
14 18 1.46
1 24 1.13
8 20 9.80
4 24 7.52
5 7 8.56
12 17 2.38
1 16 3.92
12 16 7.58
7 10 5.11
7 9 6.97
3 10 3.20
3 19 5.97
0 22 5.16
19 21 8.98
4 17 1.98
9 23 5.77
8 10 2.63
0 13 3.43
18 22 9.43
8 21 7.83
2 3 6.54
3 8 8.41
3 20 8.70
8 15 5.49
9 24 2.06
2 17 1.99
1 10 9.16
12 23 2.17
4 9 5.73
0 9 6.41
12 14 9.72
14 23 7.54
4 15 4.90
4 10 1.47
6 8 8.83
8 11 2.37
3 6 1.03
0 7 6.97
2 11 5.55
2 8 7.17
7 19 1.83
15 18 4.30
10 11 2.96
10 21 1.41
8 9 6.15
8 17 9.43
1 9 7.64
15 21 7.18
2 18 9.26
21 23 8.36
2 15 1.75
12 19 2.43
15 22 3.02
10 17 1.29
9 16 5.38
9 19 5.93
2 19 6.90
0 24 5.75
6 21 6.16
16 18 5.18
16 17 4.41
4 7 4.04
12 22 6.29
20 22 8.80
2 4 6.78
5 20 3.76
13 23 9.68
12 15 8.82
9 10 9.64
1 13 8.76
11 15 8.46
7 21 3.01
9 22 3.79
5 8 6.08
14 22 1.04
6 12 7.16
16 23 4.57
8 13 3.87
6 13 6.96
1 7 8.34
4 11 4.75
9 14 3.98
11 24 7.15
10 13 8.26
3 24 8.48
18 23 1.02
6 19 9.70
13 19 5.53
17 19 4.47
7 12 9.59
6 11 5.70
2 9 5.16
0 17 8.14
9 17 8.21
10 18 5.71
7 13 1.54
4 5 7.97
3 22 6.91
0 14 5.86
8 14 5.98
3 16 4.86
17 22 7.46
15 16 9.56
1 18 8.17
12 18 1.84
12 13 3.78
13 18 4.80
1 6 9.54
14 21 5.33
14 16 10.00
0 1 5.12
11 20 3.65
17 21 1.72
9 20 4.01
15 24 7.46
6 16 4.92
3 9 2.09
5 11 2.73
6 9 4.53
10 22 9.06
6 20 4.57
5 13 5.86
1 15 5.37
13 15 8.35
15 20 2.98
0 5 5.72
9 13 5.83
7 23 9.17
0 2 5.39
3 11 6.94
13 16 9.38
7 22 1.01
18 19 8.19
22 23 5.00
1 23 5.20
3 12 1.47
4 8 6.81
14 19 3.38
8 19 4.94
19 22 9.45
18 20 4.94
5 18 5.91
18 24 5.78
11 12 6.54
6 7 2.49
1 3 9.94
16 24 7.43
0 21 1.87
5 23 9.64
3 4 7.06
0 20 2.79
18 21 3.79
7 20 3.28
9 12 9.55
4 12 5.17
9 21 9.29
0 18 4.34
20 23 3.81
9 15 9.10
13 24 7.10
9 11 1.92
14 20 5.98
15 17 4.43
13 21 1.27
6 10 5.02
3 13 2.49
3 5 8.78
11 17 6.12
10 15 2.61
7 16 1.27
6 18 4.06
4 19 8.57
8 24 8.04
4 14 3.58
11 19 7.66
17 23 8.39
4 23 7.18
1 2 6.64
7 24 5.56
2 24 7.71
1 11 5.19
0 10 9.93
14 24 6.77
11 16 8.94
2 20 5.76
20 24 5.96
10 20 7.51
10 14 1.53
11 18 6.55
5 9 10.00
10 24 7.37
0 6 2.71
2 12 2.93
5 16 7.15
5 21 1.51
7 17 1.29
12 20 2.52
9 18 1.64
4 18 1.78
0 12 1.25
10 19 2.10
2 21 3.78
4 22 8.06
0 16 7.43
3 14 2.79
1 20 2.58
10 12 6.84
#END#
26 325
19 24 9.22
7 24 9.05
7 21 8.64
12 20 7.26
21 25 8.57
7 11 6.46
2 8 4.64
12 21 9.43
1 22 5.57
10 21 7.74
6 18 1.22
11 12 3.49
3 15 2.57
2 9 1.49
10 19 4.94
13 19 8.03
13 21 4.96
15 17 5.68
6 24 3.95
15 22 8.77
1 9 8.87
5 23 1.10
20 22 3.00
6 15 4.41
4 12 1.35
3 24 4.91
11 25 1.85
4 14 1.04
9 15 6.94
3 17 9.91
14 16 8.42
13 23 9.42
4 8 3.21
16 22 8.16
5 14 2.28
18 20 1.99
4 24 8.11
7 19 4.74
5 9 8.69
0 12 9.58
0 4 5.80
12 17 1.71
8 16 7.68
3 20 9.16
3 22 8.68
1 2 5.44
7 13 7.68
5 15 8.29
1 25 1.93
23 24 8.79
5 19 5.10
15 20 8.41
8 13 8.91
9 25 7.17
0 21 6.60
19 25 5.05
14 24 8.68
10 18 2.10
14 15 6.37
3 5 6.27
10 11 4.42
22 25 3.34
17 21 1.91
11 19 3.29
0 1 3.18
1 11 8.75
8 11 7.99
5 18 9.66
1 7 3.89
0 5 3.44
4 6 2.91
9 11 2.43
9 24 2.79
11 15 5.92
4 21 9.67
4 9 7.23
6 20 6.30
0 14 3.46
3 19 3.82
16 24 6.23
4 19 8.82
8 24 1.06
1 21 6.95
19 20 5.29
1 14 1.86
11 23 9.74
9 12 2.13
0 19 8.70
11 16 7.03
0 2 1.77
10 13 6.29
14 25 3.44
2 22 2.08
11 14 9.16
5 6 4.04
3 6 7.76
9 18 3.15
7 17 9.05
2 6 5.88
8 18 6.40
22 23 9.34
5 24 7.80
22 24 8.64
12 24 7.09
13 16 1.13
7 16 6.63
12 16 7.54
5 10 2.53
19 22 8.23
2 11 8.75
20 21 8.97
7 8 7.89
0 17 9.13
1 23 5.83
1 15 8.12
16 19 2.32
4 22 7.82
20 25 7.12
10 14 9.65
1 18 6.06
11 13 5.17
21 23 2.49
15 19 1.29
11 20 7.93
2 3 4.02
16 25 9.33
2 5 2.03
3 10 7.40
8 21 8.41
8 15 2.19
2 25 4.33
3 11 6.64
13 25 6.59
0 6 4.76
17 24 8.48
1 13 6.16
4 25 2.89
4 16 3.11
14 23 9.29
6 23 7.64
16 17 5.32
5 7 1.01
13 14 9.69
2 13 5.68
6 12 4.66
0 20 3.57
10 23 2.83
0 3 2.67
12 25 8.57
6 21 7.47
12 22 5.53
10 12 4.29
1 8 4.01
21 24 9.80
9 21 1.05
18 22 3.24
2 18 2.50
8 10 1.81
8 17 8.76
9 13 8.71
10 20 4.76
5 12 9.12
4 11 7.86
4 5 9.75
0 9 4.20
17 18 5.08
18 23 1.46
4 10 4.58
6 9 3.25
13 24 7.80
3 9 2.04
4 13 1.16
9 10 7.94
1 16 9.84
16 18 3.95
0 16 8.24
4 20 7.53
4 7 3.81
1 19 1.79
3 12 9.60
18 24 8.45
6 8 3.39
18 25 5.28
6 17 4.06
7 10 3.15
4 18 8.21
3 25 9.45
19 21 8.23
5 25 1.82
2 12 3.47
7 20 1.77
6 22 2.27
6 19 2.05
8 19 3.24
2 20 3.85
11 24 1.28
21 22 4.45
0 15 5.86
20 24 7.94
10 15 3.49
8 20 5.46
9 17 9.62
14 18 8.28
14 21 4.78
12 13 8.59
15 21 8.39
5 21 8.85
14 19 7.59
17 25 5.25
15 24 4.79
0 10 5.76
19 23 9.71
1 12 1.11
0 25 7.19
3 18 9.13
4 17 1.73
7 9 9.13
8 14 6.63
3 23 7.49
11 21 6.28
15 18 6.54
7 23 7.23
12 19 4.80
24 25 8.75
16 23 6.81
1 6 7.85
1 20 1.35
2 10 7.07
16 20 7.73
9 16 9.81
2 19 5.17
5 13 3.90
1 17 5.69
2 4 1.09
13 22 7.30
5 16 9.13
0 22 2.10
2 14 8.41
12 18 5.43
8 25 1.07
9 23 5.61
18 21 5.17
0 18 8.06
9 22 1.16
6 13 9.41
4 23 2.04
18 19 7.56
5 22 7.44
10 17 2.19
3 8 4.10
2 17 7.32
2 23 7.59
7 18 6.91
1 24 4.78
2 16 4.75
7 22 2.83
0 13 5.09
2 15 8.15
1 5 2.07
7 25 5.59
15 16 2.65
6 10 4.41
2 21 1.95
1 3 9.39
11 17 8.98
14 20 1.60
0 11 3.43
9 14 5.04
17 23 3.57
10 24 6.29
20 23 3.42
17 20 3.78
13 18 7.77
1 10 9.88
9 19 5.34
3 21 6.13
11 22 1.30
13 20 5.80
8 12 6.07
16 21 9.36
17 19 6.64
2 24 4.33
3 13 6.20
0 8 2.00
8 22 4.54
0 23 3.76
3 16 2.92
17 22 3.10
6 7 8.71
7 14 3.65
5 11 4.62
3 4 7.14
0 24 7.17
4 15 1.37
15 25 2.16
8 9 4.75
12 15 9.49
12 14 3.58
3 14 8.57
10 22 5.38
10 25 2.57
13 15 8.93
10 16 7.86
14 17 6.84
2 7 3.74
11 18 9.99
12 23 6.31
3 7 7.78
23 25 3.94
14 22 3.51
1 4 1.37
9 20 8.67
15 23 4.47
7 12 1.24
6 14 3.39
5 8 4.89
5 20 9.98
13 17 2.45
0 7 6.92
8 23 6.26
6 11 9.77
5 17 6.79
6 25 3.23
6 16 9.66
7 15 8.69
#END#
27 351
1 15 3.60
1 3 8.19
25 26 2.27
2 26 1.66
16 26 9.12
10 26 5.41
14 16 3.15
12 13 1.28
8 12 1.43
13 25 4.06
9 22 9.22
7 11 1.20
6 25 5.36
8 15 9.07
6 19 4.03
11 24 9.52
13 14 4.74
2 12 8.71
15 23 9.79
0 17 6.02
18 22 2.28
16 20 7.18
21 23 5.20
0 7 6.61
16 21 6.57
9 11 6.91
4 6 1.77
4 21 5.49
2 9 1.22
20 21 9.76
5 22 4.49
10 23 1.23
2 16 9.94
5 21 9.28
6 12 3.28
3 25 9.97
3 20 2.77
19 23 1.47
15 22 7.45
3 21 7.87
20 24 8.46
21 26 4.81
7 15 7.52
9 13 1.69
10 21 6.65
0 15 5.36
1 7 3.81
3 11 1.87
2 25 3.88
10 25 7.28
6 18 7.20
9 10 3.99
1 16 1.18
1 18 3.73
11 16 3.65
12 17 6.42
11 20 8.56
8 13 1.12
6 15 5.43
7 20 9.41
3 15 5.29
1 2 1.85
7 18 2.92
15 20 8.68
11 15 1.14
1 24 5.92
7 14 7.97
0 12 8.35
10 22 6.11
17 21 5.78
11 17 9.07
8 26 8.06
12 23 7.49
9 23 6.52
9 21 5.60
0 20 3.57
7 26 4.48
20 23 7.79
7 8 6.34
12 21 8.00
0 4 6.49
2 15 5.89
0 13 9.48
21 22 3.55
1 20 9.48
0 21 9.78
1 8 3.39
8 17 1.10
0 2 3.29
2 3 3.78
5 12 2.45
19 20 9.69
7 19 9.85
8 21 5.23
1 13 5.94
6 17 2.78
13 15 9.91
15 18 1.49
0 6 6.25
14 18 8.62
2 19 2.13
10 16 8.20
2 8 4.08
0 19 2.56
4 18 1.20
19 22 8.01
13 18 9.83
5 16 5.14
2 21 3.56
3 23 9.56
15 21 5.60
2 4 6.31
13 21 1.99
15 26 1.43
5 10 6.47
12 20 6.99
15 19 5.02
5 26 6.67
23 25 4.42
0 1 8.33
1 17 1.57
9 26 2.12
13 22 3.30
14 20 6.91
24 26 3.89
1 25 7.79
16 18 9.37
2 20 1.78
2 6 5.93
17 19 9.88
11 26 1.99
9 18 9.02
1 5 9.68
20 26 5.43
8 11 3.10
16 23 8.60
24 25 4.83
8 23 2.40
12 15 8.79
13 17 9.32
17 23 8.95
3 14 7.55
1 9 6.58
6 22 7.99
4 13 4.89
3 19 5.68
8 24 9.86
5 6 5.21
16 24 6.33
2 14 3.08
3 12 2.22
20 22 6.95
14 26 8.90
10 20 1.45
3 6 2.47
5 25 7.44
5 18 2.45
4 16 7.43
10 14 1.33
4 5 7.11
8 19 9.44
19 24 7.27
13 26 7.77
3 22 5.59
21 25 7.78
10 19 8.37
20 25 7.79
18 21 4.71
4 11 2.54
2 10 6.31
13 23 2.45
4 26 9.02
5 17 3.13
8 22 6.12
8 14 6.64
7 22 8.29
0 18 6.02
11 12 2.74
12 19 9.77
7 9 5.30
16 22 6.96
11 18 9.10
6 14 3.70
14 15 1.66
10 11 2.28
1 26 9.71
4 15 3.29
1 4 7.68
3 17 10.00
7 24 2.38
1 19 4.13
5 7 3.81
2 7 4.94
6 9 7.02
11 14 5.62
13 16 5.94
22 26 2.64
19 21 3.99
10 24 2.74
11 21 1.92
9 12 8.66
0 23 5.73
6 26 7.78
3 8 6.18
2 17 6.70
3 26 4.89
17 24 9.75
8 20 8.33
17 22 5.18
3 18 5.26
10 18 5.67
23 24 5.84
6 24 9.34
8 16 1.33
4 12 4.23
4 23 9.93
10 17 7.81
12 25 5.49
9 20 3.84
7 23 3.42
14 23 3.04
7 16 8.05
3 24 2.48
17 18 5.41
9 16 1.54
2 23 2.32
4 14 9.28
12 26 2.67
5 9 2.07
16 25 5.37
3 16 3.77
9 24 2.74
1 11 7.47
13 20 6.95
5 13 9.27
2 5 5.68
4 10 9.25
2 22 7.31
15 24 5.85
0 26 9.07
14 25 2.28
0 24 3.08
5 20 2.49
12 18 5.50
7 13 4.96
3 10 2.43
5 14 8.54
0 22 6.67
6 20 6.62
4 8 9.32
1 14 3.55
22 24 6.77
18 26 9.76
11 25 1.07
14 21 8.05
7 25 6.75
4 17 2.40
0 14 2.95
6 13 2.47
0 9 3.03
1 10 3.42
18 25 6.82
5 11 7.06
7 21 7.97
4 20 9.47
6 10 7.69
1 6 4.75
9 19 6.98
17 25 6.98
3 13 6.53
9 15 7.16
22 25 3.82
10 15 1.96
2 18 5.98
1 22 6.08
15 25 2.12
5 15 8.81
5 19 7.31
5 8 4.45
3 5 8.43
17 26 7.71
16 17 1.43
4 7 6.01
6 11 4.40
4 9 4.12
13 24 4.63
14 22 9.70
6 23 5.56
0 5 1.02
15 17 9.79
0 25 7.70
8 9 7.95
9 25 6.67
19 25 3.75
0 3 4.87
12 24 4.30
4 24 7.17
9 14 7.34
6 7 5.09
1 12 7.12
10 13 7.45
17 20 2.64
19 26 9.29
18 24 2.95
6 16 5.91
18 20 3.73
11 22 5.46
10 12 9.80
0 8 9.38
7 17 9.86
2 11 6.58
23 26 1.80
5 24 1.73
14 17 6.51
18 19 7.17
3 9 2.40
7 10 1.95
3 4 1.66
1 23 6.68
1 21 7.76
11 13 1.20
3 7 6.15
18 23 2.63
13 19 3.41
9 17 3.40
4 25 2.10
14 24 2.07
8 10 1.91
4 19 3.71
8 25 1.64
8 18 7.21
2 24 9.26
12 14 3.15
14 19 6.03
22 23 1.26
11 19 8.15
2 13 6.67
0 10 4.28
16 19 9.17
6 21 8.62
0 11 4.02
21 24 4.32
7 12 5.70
0 16 2.85
12 16 1.15
6 8 5.81
4 22 5.44
5 23 9.19
11 23 7.15
12 22 6.33
15 16 3.86
#END#
28 378
11 25 5.65
6 14 4.29
10 15 8.51
2 15 8.16
9 15 6.08
13 15 3.00
8 22 3.50
0 6 2.50
0 8 2.94
5 27 1.49
4 8 3.12
12 26 9.94
11 24 4.44
5 7 1.66
5 14 4.76
7 18 8.35
15 22 3.37
6 24 2.88
2 21 1.92
16 17 9.55
2 27 4.08
3 17 3.26
14 22 3.61
13 25 9.85
0 25 9.14
4 21 4.55
6 21 9.08
1 8 8.91
0 1 4.66
13 14 5.79
1 25 2.67
5 22 9.17
8 26 1.50
10 18 4.30
19 20 1.33
4 10 9.40
14 15 5.20
8 13 1.96
10 20 1.71
7 27 8.65
18 25 2.20
16 21 7.02
7 22 8.74
9 17 3.34
1 5 9.95
24 27 1.45
12 17 6.73
9 16 5.77
3 14 3.23
1 20 7.68
17 25 9.12
6 7 4.15
0 14 5.94
17 26 6.02
5 13 5.36
10 23 2.77
2 22 7.69
3 8 2.74
0 4 3.74
2 10 5.15
20 23 7.00
4 20 8.17
7 21 3.87
17 27 1.89
11 19 7.86
3 13 5.78
3 22 8.13
5 25 3.39
9 27 3.96
12 18 4.16
8 16 7.23
6 13 2.09
14 26 6.82
5 16 5.86
24 26 3.22
6 25 9.03
10 14 4.46
8 24 3.08
6 11 6.13
4 18 7.09
15 19 7.65
11 26 5.11
5 15 7.29
7 26 3.78
5 9 9.57
2 17 2.56
16 22 1.56
6 12 1.81
18 21 4.92
11 15 9.48
12 24 8.17
7 23 9.81
11 13 7.62
8 25 7.79
11 17 1.69
6 8 2.63
1 16 2.94
1 13 6.25
20 27 7.69
7 13 1.74
6 20 9.74
12 23 8.39
2 19 1.25
8 23 1.98
0 13 5.55
20 22 5.50
15 16 4.05
6 27 3.60
19 25 8.11
12 21 1.32
1 7 1.37
2 13 5.91
11 14 9.21
1 11 8.93
9 13 4.13
0 26 5.08
12 20 9.50
2 4 4.00
17 22 4.21
14 18 3.00
14 27 3.10
3 10 9.12
19 21 3.25
22 23 8.02
17 18 1.07
10 12 8.39
18 27 4.83
23 25 4.81
7 9 5.18
5 21 7.81
14 16 2.49
25 27 4.06
21 24 6.98
7 20 4.75
23 24 1.12
10 13 3.58
4 22 1.64
14 25 2.10
10 17 8.65
21 26 8.76
2 8 8.14
6 10 2.11
7 8 1.53
1 6 2.24
9 20 6.74
20 21 7.18
9 22 2.59
5 8 3.85
7 14 6.85
21 23 1.90
10 26 6.36
4 24 7.06
22 27 1.62
6 16 1.77
20 25 6.10
2 6 2.49
14 19 7.86
0 18 8.64
12 14 9.90
8 19 5.71
3 19 4.23
4 7 3.09
15 21 4.95
1 26 5.02
1 17 5.47
0 20 4.06
4 11 6.24
3 26 9.00
5 23 7.20
13 23 9.95
3 16 7.20
13 16 3.00
15 20 1.72
8 14 2.49
15 25 7.63
2 3 7.62
15 26 5.02
15 18 2.36
9 25 3.30
4 6 4.90
4 15 3.65
7 12 3.96
4 16 8.57
15 23 8.94
9 14 4.41
23 27 4.20
19 26 5.04
18 23 8.65
3 20 7.12
19 23 3.31
17 20 9.13
3 6 9.79
3 18 1.29
11 22 6.17
3 9 2.75
3 4 3.37
5 11 5.69
3 27 1.12
12 22 8.90
5 10 2.48
13 21 3.31
5 6 6.79
2 9 4.39
10 27 5.23
4 27 7.97
2 26 1.37
7 25 7.90
10 11 3.68
12 27 1.90
